product_ndc,generic_name,brand_name,manufacturer_name,dosage_form,route,strength,strength_unit,description
0220-4687,BLACK MUSTARD SEED,SINAPIS NIGRA,Boiron,PELLET,ORAL,200,[kp_C],
58411-489,OCTINOXATE and TITANIUM DIOXIDE,SHISEIDO SYNCHRO SKIN SELF-REFRESHING FOUNDATION 160 SHELL,SHISEIDO AMERICAS CORPORATION,EMULSION,TOPICAL,1.69,g,
58411-936,TITANIUM DIOXIDE,CLE DE PEAU BEAUTE RADIANT FLUID FOUNDATION MATTE M BF10,Shiseido Americas Corporation,CREAM,TOPICAL,2.73735,g,
58602-714,Guaifenesin and Dextromethorphan HBr,Guaifenesin and Dextromethorphan HBr,Aurohealth LLC,"TABLET, EXTENDED RELEASE",ORAL,30,mg,
58657-942,Metolazone,Metolazone,"Method Pharmaceuticals, LLC",TABLET,ORAL,10,mg,
59050-552,POVIDONE-IODINE,sterile,"Changzhou Maokang Medical Products Co., Ltd",PATCH,TOPICAL,10,g,
59137-510,methotrexate,Rasuvo,Medexus Pharma Inc.,"INJECTION, SOLUTION",SUBCUTANEOUS,10,mg,
55150-156,Levofloxacin,Levofloxacin,Eugia US LLC,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,500,mg,
55150-443,regadenoson,regadenoson,Eugia US LLC,INJECTION,INTRAVENOUS,.08,mg,
55154-4317,Diltiazem hydrochloride,Diltiazem Hydrochloride,"Cardinal Health 107, LLC","CAPSULE, EXTENDED RELEASE",ORAL,120,mg,
55154-9583,HEPARIN SODIUM,Heparin Sodium,"Cardinal Health 107, LLC","INJECTION, SOLUTION","INTRAVENOUS, SUBCUTANEOUS",1000,[USP'U],
55301-912,"Lidocaine, Menthol",MAXIMUM STRENGTH Lidocaine Plus Menthol,ARMY AND AIR FORCE EXCHANGE SERVICE,PATCH,TOPICAL,4,g,
55319-983,Oxymetazoline,Family Wellness Oxymetazoline No Drip,FAMILY DOLLAR (Family Wellness),SPRAY,NASAL,50,mg,
55621-005,Phenylephrine HCI,TheraPlus Plus,"Zhejiang Jingwei Pharmaceutical Co., Ltd.",OINTMENT,TOPICAL,14,g,
55714-2473,"Echinacea, Argentum nitricum, Bryonia, Calcarea carbonica, Colocynthis, Convallaria majalis, Crotalus horridus, Cuprum metallicum, Digitalis , Gelsemium sempervirens, Hypericum perforatum, Kali carbonicum, Lachesis mutus, Lathyrus sativus, Lilium tigrinum, Magnesia phosphorica, Nux vomica, Rhus toxicodendron, Silicea, Stramonium, Veratrum viride, Elaps",Leg Cramps-Swelling,"Newton Laboratories, Inc.",LIQUID,ORAL,15,[hp_X],
59450-211,Minoxidil,Minoxidil (For Women),Kroger Company,"AEROSOL, FOAM",TOPICAL,50,mg,
59651-063,Dutasteride and Tamsulosin Hydrochloride,Dutasteride and Tamsulosin Hydrochloride,Aurobindo Pharma Limited,CAPSULE,ORAL,.5,mg,
59651-532,Erlotinib,Erlotinib,Aurobindo Pharma Limited,"TABLET, FILM COATED",ORAL,150,mg,
59726-058,Docusate Sodium,Stool Softener Extra Strength,"P & L Development, LLC","CAPSULE, LIQUID FILLED",ORAL,250,mg,
59779-763,"Acetaminophen, Dextromethorphan HBr, Doxylamine Succinate, Phenylephrine HCl",Severe Nighttime,CVS Pharmacy,SOLUTION,ORAL,650,mg,
60219-1749,atropine sulfate,Atropine,Amneal Pharmaceuticals NY LLC,SOLUTION/ DROPS,OPHTHALMIC,10,mg,
60492-0075,Botulism Antitoxin Heptavalent,BAT,Emergent BioSolutions Canada Inc,LIQUID,INTRAVENOUS,4500,[iU],
59762-0033,sildenafil,Sildenafil,Mylan Pharmaceuticals Inc.,"TABLET, FILM COATED",ORAL,20,mg,
60505-4682,Pirfenidone,Pirfenidone,Apotex Corp.,TABLET,ORAL,801,mg,
60687-256,Rosuvastatin Calcium,Rosuvastatin Calcium,American Health Packaging,"TABLET, FILM COATED",ORAL,20,mg,
60687-690,Glipizide,Glipizide,American Health Packaging,TABLET,ORAL,5,mg,
60723-041,Risedronate Sodium,Risedronate Sodium,"Hangzhou Minsheng Binjiang Pharmaceutical CO., Ltd","TABLET, FILM COATED",ORAL,35,mg,
60760-908,Nortriptyline Hydrochloride,Nortriptyline Hydrochloride,ST. MARY'S MEDICAL PARK PHARMACY,CAPSULE,ORAL,10,mg,
60923-549,delandistrogene moxeparvovec-rokl,ELEVIDYS,"Sarepta Therapeutics, Inc.",KIT,INTRAVENOUS,,,
0002-3511,tirzepatide,Zepbound KwikPen,Eli Lilly and Company,"INJECTION, SOLUTION",SUBCUTANEOUS,25,mg,
61577-8120,Histamine Dihydrochloride,Arthritis Pain Relief Cream,Sombra Cosmetics Inc.,CREAM,TOPICAL,.00025,g,
0259-1620,incobotulinumtoxinA,Xeomin,"Merz Pharmaceuticals, LLC","INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAMUSCULAR,200,[USP'U],
78206-158,MIRTAZAPINE,REMERONSOLTAB,Organon LLC,"TABLET, ORALLY DISINTEGRATING",ORAL,30,mg,
79401-001,ALCOHOL,Hand Sanitizer,ORR Safety Corporation,GEL,TOPICAL,.75,mL,
79481-5129,Menthol 16%,Meijer Cold and Hot Pain Relieving,Meijer,SPRAY,TOPICAL,16,g,
79903-110,Benzalkonium Chloride,Equate Antibacterial Fresh Hand Wipes,"Walmart, Inc.",CLOTH,TOPICAL,.115,g,
76420-313,Lidocaine / Prilocaine,Cadira Compliant Blood Stat,"Asclemed USA, Inc.",CREAM,TOPICAL,25,mg,
76420-714,Celecoxib,Celecoxib,"Asclemed USA, Inc.",CAPSULE,ORAL,200,mg,
76470-050,POLYETHYLENE GLYCOL 3350,ez2go Polyethylene Glycol 3350,"Valley Medical Products, LLC","POWDER, FOR SOLUTION",TOPICAL,17,g,
76986-004,Dexamethasone Ointment,Seacall Dexamethasone Ointment.,"Guangdong Quadrant Ecological Technology Co., Ltd.",OINTMENT,TOPICAL,.075,g,
82715-101,"Octinoxate, Oxybenzone, Titanium Dioxide",GR BB SPF 25,ERKUL KOZMETIK SANAYI VE TICARET ANONIM SIRKETI,CREAM,TOPICAL,2.5,g,
82804-069,Clarithromycin,Clarithromycin,Proficient Rx LP,TABLET,ORAL,500,mg,
82804-955,methocarbamol,Methocarbamol,Proficient Rx LP,TABLET,ORAL,750,mg,
82913-001,Sodium Fluoride,AutoBrush Bubblegum,"Lander Enterprises, LLC",LIQUID,ORAL,.24,g,
80425-0571,Cefuroxime axetil,Cefuroxime axetil,"Advanced Rx of Tennessee, LLC","TABLET, FILM COATED",ORAL,500,mg,
0591-5325,Probenecid and Colchicine,Probenecid and Colchicine,"Actavis Pharma, Inc.",TABLET,ORAL,.5,mg,
0597-0024,ipratropium bromide and albuterol,Combivent Respimat,"Boehringer Ingelheim Pharmaceuticals, Inc.","SPRAY, METERED",RESPIRATORY (INHALATION),100,ug,
0597-0159,empagliflozin and metformin hydrochloride,Synjardy,"Boehringer Ingelheim Pharmaceuticals, Inc.",TABLET,ORAL,5,mg,
80684-090,ALCOHOL,LAVENDER SCENTED HAND SANITIZER PEN,"Fourstar Group USA, Inc.",LIQUID,TOPICAL,70,mL,
81033-012,Sulfamethoxazole and Trimethoprim,Sulfamethoxazole and Trimethoprim,Kesin Pharma,SUSPENSION,ORAL,200,mg,
81298-5781,Triamcinolone Acetonide,Triamcinolone Acetonide,"Long Grove Pharmaceuticals, LLC",SUSPENSION,"INTRA-ARTERIAL, INTRAMUSCULAR",40,mg,
81651-0001,Red ginseng,COZACO MAN,"Kone Bio Logics Co., Ltd.",TABLET,ORAL,21.19,1,
82009-001,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Quallent,"TABLET, FILM COATED",ORAL,10,mg,
82083-0017,Witch Hazel,DERLADIE MICELLAR CLEANSING WATER WITCH HAZEL,LAON COMMERCE co ltd,LIQUID,TOPICAL,.1,g,
82249-408,Temozolomide,Temozolomide,CivicaScript LLC,CAPSULE,ORAL,100,mg,
82442-388,Oxymetazoline Hydrochloride,UP AND UP NO DRIP NASAL,Target Corporation,SPRAY,NASAL,.05,g,
82605-006,Ulspira,Ulspira,"Airgas Therapeutics, LLC",GAS,RESPIRATORY (INHALATION),.8,mL,
82972-001,Meloxicam,QAMZOVA,"Nanjing Delova Biotech Co., Ltd.",INJECTION,INTRAVENOUS,30,mg,
83027-0034,"Fucus Vesiculosus, Iodium, Spongia Tosta, Parathyroid (Bovine), Rutinic Acid, Thyroidinum (Bovine), Lapis Albus, Bromium",Thyroid Liquescence,"Nutritional Specialties, Inc.",LIQUID,ORAL,12,[hp_X],
82969-2044,"Aletris FarD4, Ashoka JanosD2, AshwagandhaD3, CaulophylumD6, CimicifugaD6, HeloniasD4, SepiaD14",Bestmade Natural Products BM44,Bestmade Natural Products,LIQUID,ORAL,30,[hp_C],
82969-3007,"Calc Phos, Ferr Phos, Kali Phos, Nat Phos, Nat Sulph",Bestmade Natural Products Bio7,Bestmade Natural Products,"TABLET, SOLUBLE",ORAL,6,[hp_X],
84126-184,Selenium Sulfide,Head and Shoulders 2in1 Clinical Strength Cooling Itch Relief,The Procter & Gamble Manufacturing Company,LOTION/SHAMPOO,TOPICAL,1,g,
84130-023,"Avobenzone, Homosalate, Octisalate",Sun Juice Body Mist Sunscreen SPF30 - Vanilla Breeze PARADISO,Koco Life LLC,SPRAY,TOPICAL,30,mg,
84269-3502,Isopropyl Alcohol,Isopropyl Alcohol,Wildman Business Group,SPRAY,TOPICAL,700,mL,
84435-106,Zinc Oxide,Counter Beauty Dew Skin Tinted Moisturizer No. 6,"G2G Ventures, PBC",LOTION,TOPICAL,14,g,
83071-130,"Niacinamide, Adenosine",Dr.Jucre Rebirth,"NATURECELL CO., LTD.",CREAM,TOPICAL,.04,g,
83249-017,ZINC OXIDE,RMS REFRESH EYE BRIGHTENER SPF 30 BROAD SPECTRUM SUNSCREEN ADORE,Rms organics LLC,EMULSION,TOPICAL,120,mg,
83324-025,"Dextromethorphan HBr, Guaifenesin",QCH Adult Tussin DM Sugar free 545,Chain Drug Marketing Association Inc.,LIQUID,ORAL,20,mg,
0641-6188,Phenylephrine Hydrochloride,Phenylephrine Hydrochloride,Hikma Pharmaceuticals USA Inc.,INJECTION,INTRAVENOUS,10,mg,
0641-6220,Midazolam,Midazolam,Hikma Pharmaceuticals USA Inc.,INJECTION,"INTRAMUSCULAR, INTRAVENOUS",1,mg,
83695-002,Zinc Oxide,"SPF50 Moisturizer with Aloe, Green Tea and Shea Butter","Audrey Morris Cosmetics International, LLC",CREAM,TOPICAL,22.3,g,
83804-006,Glycerin,SEFUDUN FUNGAL NAIL PATCHES,"Shenzhen Shandian Jingling Technology Co., Ltd.",PATCH,TOPICAL,.01,g,
83980-024,Atenolol,Atenolol,Ipca Laboratories Limited,TABLET,ORAL,100,mg,
84061-127,"Avobenzone, Octisalate, Homosalate, Petrolatum",Designer Lip Smoothie SPF 15 Lip Balm,Australian Gold,STICK,TOPICAL,30,mg,
84677-015,Simvastatin,Simvastatin,"Golden State Medical Supply, Inc.","TABLET, FILM COATED",ORAL,10,mg,
84831-096,"MENTHOL, METHYLSALICYLATE",COCA LIEF,INDUSTRIA QUIMICO FARMACEUTICA SIGMA CORP. S.R.L.,GEL,TOPICAL,1500,mg,
85003-546,MINOXIDIL,Tomum Hair Growth Treatment For Men Minoxidil Unscented,BELLEKA INC,SOLUTION,TOPICAL,50,mg,
84549-066,Lidocaine Hydrochloride,Lidocaine Hydrochloride,ProPharma Distribution,"INJECTION, SOLUTION","EPIDURAL, INFILTRATION, INTRACAUDAL, PERINEURAL",20,mg,
11534-191,"dextroamphetamine saccharate, amphetamine aspartate, dextroamphetamine sulfate and amphetamine sulfate","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","SUNRISE PHARMACEUTICAL, INC.",TABLET,ORAL,1.875,mg,
11673-669,Psyllium Husk,up and up fiber therapy,Target Corporation,POWDER,ORAL,3.4,g,
11788-157,Ticagrelor,Ticagrelor,"AiPing Pharmaceutical, Inc",TABLET,ORAL,60,mg,
11822-1616,Benzocaine,Toothache and Gum Relief Cushions,Rite Aid,DRESSING,ORAL,10,g,
71124-0005,Telavancin,,Samsung BioLogics Co. LTD,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",,750,mg,
71796-027,Clopidogrel bisulfate,,Dr. Reddy's Laboratories Limited,POWDER,,1,kg,
72450-718,Aluminum Zirconium Tetrachlorohydrex Gly,,"Elementis SRL, Inc.",POWDER,,1,kg,
72955-302,Zinc Oxide,,Grillo Zinc Powder GmbH,POWDER,,100,kg,
73377-023,Pheniramine Maleate,,AX Pharmaceutical Corp,POWDER,,1,g,
74920-006,L-LEUCINE,,"Shanghai Plumino Amino Acid Co., Ltd.",POWDER,,20,kg,
76339-164,Cyclophosphamide,,Apothecon Pharmaceuticals Pvt Ltd,POWDER,,9.999,kg,
79572-002,AMITRIPTYLINE HYDROCHLORIDE,,Galenova Inc,POWDER,,1,kg,
82097-0001,acetaminophen,,"Shenzhou Jiheng Pharmaceutical Co., Ltd.",POWDER,,1,kg,
82525-0003,zinc oxide,,"TAEKYUNG SBC Co., LTD",POWDER,,.96,kg,
86055-0003,Praziquantel,,Alivira Animal Health Limited,POWDER,,1,kg,
83246-061,efanesoctocog alfa,,Genzyme Ireland Limited,"POWDER, FOR SOLUTION",,500,[iU],
83917-627,efbemalenograstim alfa,,Evive Biopharmaceutical (Beijing) LTD,LIQUID,,5,kg,
84386-139,Pitavastatin Calcium (Process-II),,Aurobindo Pharma Limited,POWDER,,50,kg,
85207-023,Cyanocobalamin,,SCH Global Services Private Limited,POWDER,,100,g,
21130-855,docusate sodium and sennosides,Stool Softener Laxative,"Safeway, Inc.",TABLET,ORAL,50,mg,
21922-090,Estradiol,Estradiol Gel,"Encube Ethicals, Inc.",GEL,TOPICAL,1.25,mg,
22840-1371,Ambrosia deltoidea,Rabbit Bush,"Greer Laboratories, Inc.",SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",40000,[PNU],
22840-1673,Fusarium moniliforme,Fusarium moniliforme,"Greer Laboratories, Inc.",SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",40000,[PNU],
22840-3442,"Schinus molle, Schinus terebinthifolia",Peppertree Pollen Mix,"Greer Laboratories, Inc.",SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",10000,[PNU],
11994-091,Technetium Tc99m Generator,TechneLite,"Lantheus Medical Imaging, Inc.","INJECTION, SOLUTION",INTRAVENOUS,250,mCi,
13533-805,Immune Globulin (Human),Gamunex-C,"GRIFOLS USA, LLC",INJECTION,INTRAVENOUS,10,g,
13709-354,Pain Relief Cooling Gel,Cooling Gel,NeilMed Pharmaceuticals Inc.,GEL,TOPICAL,2.5,mg,
14141-403,"OCTINOXATE, ZINC OXIDE",LBEL FOREVER MATTE LONGWEAR AND CONTROL FOUNDATION 72H SPF 15 ALMENDRA 230N,BEL STAR S.A.,EMULSION,TOPICAL,50,mg,
15579-105,"CHAMOMILE, MERCURIUS SOLUBILIS, SULFUR",Otix Ear Relief Ear Drops,"Bell Pharmaceuticals, Inc.",SOLUTION/ DROPS,TOPICAL,10,[hp_X],
0093-0787,Atenolol,Atenolol,"Teva Pharmaceuticals USA, Inc.",TABLET,ORAL,25,mg,
0093-1118,Etodolac,Etodolac,"Teva Pharmaceuticals USA, Inc.","TABLET, FILM COATED, EXTENDED RELEASE",ORAL,600,mg,
0093-2065,Cilostazol,Cilostazol,"Teva Pharmaceuticals USA, Inc.",TABLET,ORAL,50,mg,
16729-147,Quetiapine,Quetiapine,Accord Healthcare Inc.,"TABLET, FILM COATED",ORAL,100,mg,
21130-249,Famotidine,signature care acid controller,Safeway,"TABLET, FILM COATED",ORAL,10,mg,
17089-375,GRANULOCYTE COLONY STIMULATING FACTOR,GUNA-GCSF,Guna spa,SOLUTION/ DROPS,ORAL,4,[hp_C],
17856-0310,Polyethylene Glycol 3350,GAVILAX,Atlantic Biologicals Corp.,"POWDER, FOR SOLUTION",ORAL,17,g,
31722-285,levothyroxine sodium,LEVOTHYROXINE SODIUM,"Camber Pharmaceuticals, Inc.",TABLET,ORAL,.05,mg,
31722-666,Dabigatran Etexilate,Dabigatran Etexilate,"Camber Pharmaceuticals, Inc.",CAPSULE,ORAL,110,mg,
0115-1681,Alendronate Sodium,Alendronate Sodium,Amneal Pharmaceuticals of New York LLC,TABLET,ORAL,70,mg,
0115-1751,Acitretin,Acitretin,Amneal Pharmaceuticals of New York LLC,CAPSULE,ORAL,17.5,mg,
22840-5432,Carya laciniosa,Shellbark Hickory Pollen,"Greer Laboratories, Inc.",SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",.05,g,
22840-9309,"Xanthium strumarium, Plantago lanceolata, Chenopodium album, Amaranthus retroflexus and Salsola kali",Common Weed Mix,"Greer Laboratories, Inc.",SOLUTION,"INTRADERMAL, PERCUTANEOUS, SUBCUTANEOUS",.02,g,
23155-094,Doxazosin,Doxazosin,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,TABLET,ORAL,4,mg,
23155-935,Bethanechol Chloride,Bethanechol Chloride,Heritage Pharma Labs Inc. d/b/a Avet Pharmaceuticals Labs Inc.,TABLET,ORAL,10,mg,
24338-110,Erythromycin Ethylsuccinate,ERYTHROMYCIN ETHYLSUCCINATE,"Azurity Pharmaceuticals, Inc. (formerly Arbor Pharmaceuticals)",TABLET,ORAL,400,mg,
24689-146,Meclizine Hydrochloride,Meclizine Hydrochloride,APNAR PHARMA LP,TABLET,ORAL,25,mg,
25021-119,Cefuroxime sodium,Cefuroxime sodium,Sagent Pharmaceuticals,"INJECTION, POWDER, FOR SOLUTION",INTRAVENOUS,1.5,g,
25682-001,ECULIZUMAB,SOLIRIS,Alexion Pharmaceuticals Inc.,"INJECTION, SOLUTION, CONCENTRATE",INTRAVENOUS,300,mg,
30142-447,Fexofenadine HCl and Pseudoephedrine HCI,Fexofenadine HCl and Pseudoephedrine HCI,The Kroger Co.,"TABLET, EXTENDED RELEASE",ORAL,60,mg,
30805-006,Chloroxylenol,Symmetry Antimicrobial Foaming Hand Wash,"Buckeye International, Inc.",SOLUTION,TOPICAL,.3,g,
27808-086,Hydrocodone Polistirex and Chlorpheniramine Polistirex,Hydrocodone Polistirex and Chlorpheniramine Polistirex extended-release,"Cranbury Pharmaceuticals, LLC","SUSPENSION, EXTENDED RELEASE",ORAL,8,mg,
29300-382,Carbamazepine,Carbamazepine,"Unichem Pharmaceuticals (USA), Inc.",TABLET,ORAL,200,mg,
37662-2147,Zincum Metallicum,Zincum Metallicum,"Hahnemann Laboratories, INC.",PELLET,ORAL,1,[hp_Q],
37662-2378,Kali Sulphuricum,Kali Sulphuricum,"Hahnemann Laboratories, INC.",PELLET,ORAL,1,[hp_M],
37662-2609,Hura Brasiliensis,Hura Brasiliensis,"Hahnemann Laboratories, INC.",PELLET,ORAL,100,[hp_C],
37662-2839,Ruthenium Bromatum,Ruthenium Bromatum,"Hahnemann Laboratories, INC.",PELLET,ORAL,12,[hp_C],
37662-3069,Strontium Metallicum,Strontium Metallicum,"Hahnemann Laboratories, INC.",PELLET,ORAL,12,[hp_C],
0115-5511,FENOFIBRATE,FENOFIBRATE,Amneal Pharmaceuticals of New York LLC,TABLET,ORAL,54,mg,
35356-919,pravastatin sodium,Pravastatin Sodium,Lake Erie Medical DBA Quality Care Products LLC,TABLET,ORAL,20,mg,
36800-260,Zinc Oxide,TopCare Everyday Mineral Sunscreen Zinc Oxide SPF 30,TOPCO ASSOCIATES LLC,LOTION,TOPICAL,182.4,mg,
36800-815,menthol,cherry cough drops,TopCo Associates,LOZENGE,ORAL,5.8,mg,
37662-0061,Calcarea Carbonica,Calcarea Carbonica,"Hahnemann Laboratories, INC,",PELLET,ORAL,200,[hp_C],
37662-0300,Coffea Tosta,Coffea Tosta,"Hahnemann Laboratories, INC.",PELLET,ORAL,12,[hp_C],
37662-0530,Comocladia Dentata,Comocladia Dentata,"Hahnemann Laboratories, INC.",PELLET,ORAL,12,[hp_C],
37662-0761,Acidum Gallicum,Acidum Gallicum,"Hahnemann Laboratories, INC.",PELLET,ORAL,500,[hp_C],
37662-0992,Dimethylum Flavus,Dimethylum Flavus,"Hahnemann Laboratories, INC.",PELLET,ORAL,100,[hp_C],
37662-1452,Ginkgo Biloba,Ginkgo Biloba,"Hahnemann Laboratories, INC.",PELLET,ORAL,12,[hp_C],
37662-1683,Hyoscyamus Niger,Hyoscyamus Niger,"Hahnemann Laboratories, INC.",PELLET,ORAL,30,[hp_C],
37662-1914,Niccolum Metallicum,Niccolum Metallicum,"Hahnemann Laboratories, INC.",PELLET,ORAL,100,[hp_C],
37662-1221,Sabadilla,Sabadilla,"Hahnemann Laboratories, INC.",PELLET,ORAL,1,[hp_M],
42385-950,fenofibrate,fenofibrate,Laurus Labs Limited,TABLET,ORAL,48,mg,
42571-105,Glimepiride,Glimepiride,Micro Labs Limited,TABLET,ORAL,8,mg,
42681-0032,Baby Diaper Cream,BabyDiaperCream,Whole Foods Market,CREAM,TOPICAL,14,g,
42799-121,Bumetanide,Bumetanide,Edenbridge Pharmaceuticals LLC.,TABLET,ORAL,2,mg,
37662-3300,Quercus Rubra Glandium,Quercus Rubra Glandium,"Hahnemann Laboratories, INC.",PELLET,ORAL,500,[hp_C],
37662-3530,Allium Sativum,Allium Sativum,"Hahnemann Laboratories, INC.",PELLET,ORAL,30,[hp_C],
37662-3761,Lithium Iodatum,Lithium Iodatum,"Hahnemann Laboratories, INC.",PELLET,ORAL,6,[hp_C],
0143-9136,Mitomycin,Mitomycin,Hikma Pharmaceuticals USA Inc.,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,40,mg,
0006-4995,Hepatitis B Vaccine (Recombinant),RECOMBIVAX HB,Merck Sharp & Dohme LLC,"INJECTION, SUSPENSION","INTRAMUSCULAR, SUBCUTANEOUS",10,ug,
0143-9230,Rifampin,Rifampin,Hikma Pharmaceuticals USA Inc.,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",INTRAVENOUS,600,mg,
39328-544,Cyproheptadine Hydrochloride,Cyproheptadine Hydrochloride,"Patrin Pharma, Inc.",SOLUTION,ORAL,2,mg,
41163-563,Aspirin,Low Dose Aspirin,"United Natural Foods, Inc. dba UNFI","TABLET, DELAYED RELEASE",ORAL,81,mg,
41366-017,Hand Sanitizer,Hand Sanitizer,"Zhejiang Meimi Technology Co., Ltd.",GEL,EXTRACORPOREAL,70,mL,
41167-4124,fexofenadine hydrochloride,Allegra Allergy,"Chattem, Inc.","TABLET, FILM COATED",ORAL,180,mg,
41250-417,"Naproxen sodium, Pseudoephedrine HCl",Sinus and Cold D,Meijer Distribution Inc,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,220,mg,
42023-186,Dexmedetomidine Hydrochloride,Dexmedetomidine Hydrochloride,"Par Health USA, LLC","INJECTION, SOLUTION",INTRAVENOUS,4,ug,
42291-523,propranolol hydrochloride,propranolol hydrochloride,AvKARE,"CAPSULE, EXTENDED RELEASE",ORAL,80,mg,
43857-0803,"Calcarea Carbonica, Lac Defloratum, Sepia, Sulphur, American Cheese, Cheese (Stilton), Cheese (Camembert), Cheddar Cheese, Cottage Cheese, Lac Caprinum, Lac Vaccinum, Swiss Cheese",Dairy Antigens,BioActive Nutritional,LIQUID,ORAL,12,[hp_X],
0178-0615,potassium citrate,UROCIT-K,Mission Pharmacal Company,"TABLET, EXTENDED RELEASE",ORAL,15,meq,
0185-0842,"Dextroamphetamine Saccharate, Amphetamine Aspartate Monohydrate, Dextroamphetamine Sulfate and Amphetamine Sulfate","Dextroamphetamine Saccharate, Amphetamine Aspartate Monohydrate, Dextroamphetamine Sulfate and Amphetamine Sulfate",Sandoz Inc,TABLET,ORAL,2.5,mg,
0187-0006,clindamycin phosphate/benzoyl peroxide/adapalene,Cabtreo,Bausch Health US LLC,GEL,TOPICAL,1.5,mg,
42829-401,"SODIUM BICARBONATE, SODIUM CHLORIDE",SinuCleanse,"ASCENT CONSUMER PRODUCTS, INC.","POWDER, FOR SOLUTION",NASAL,700,mg,
43063-377,Amoxicillin and Clavulanate Potassium,Amoxicillin and Clavulanate Potassium,"PD-Rx Pharmaceuticals, Inc.","TABLET, FILM COATED",ORAL,875,mg,
43063-974,spironolactone,Spironolactone,"PD-Rx Pharmaceuticals, Inc.","TABLET, FILM COATED",ORAL,50,mg,
43353-893,Terbinafine Hydrochloride,Terbinafine Hydrochloride,"Aphena Pharma Solutions - Tennessee, LLC",TABLET,ORAL,250,mg,
43598-648,Treprostinil,Treprostinil,"Dr.Reddy's Laboratories Inc.,","INJECTION, SOLUTION","INTRAVENOUS, SUBCUTANEOUS",200,mg,
43406-0674,"Allium Cepa, Calc Carb, Ferrum Phos, Hepar Sulph Calc, Lycopodium, Merc Solub, Pulsatilla, Silicea, Sulphur",Runny Nose CP,"Natural Creations, Inc",LIQUID,ORAL,30,[hp_X],
43547-312,valsartan and hydrochlorothiazide,VALSARTAN AND HYDROCHLOROTHIAZIDE,"Solco Healthcare US, LLC","TABLET, FILM COATED",ORAL,12.5,mg,
43598-074,Naproxen Sodium,Naproxen Sodium Back and Muscle Pain,Dr.Reddy's Laboratories Inc,"TABLET, COATED",ORAL,220,mg,
43742-1295,"Kali Carbonicum, Arnica Montana, Cactus Grandiflorus, Castoreum, Ranunculus Bulbosus, Gelsemium Sempervirens, Glonoinum, Heart (Suis), Spigelia Anthelmia, Abrotanum, Sulphur",Heart/Fatigue,"Deseret Biologicals, Inc.",LIQUID,ORAL,4,[hp_X],
43742-2177,"Adrenalinum, Allium Sativum, Alpha-Lipoicum Acidum, Arteria Suis, Aurum Metallicum, Cactus Grandiflorus, Cholesterinum, Cortisone Aceticum, Coumarinum, Formalinum, Glonoinum, Kali Chloricum, Lachesis Mutus, Proteus (Vulgaris), Rauwolfia Serpentina, Strontium Carbonicum, Sulphur, Thyroidinum (Suis), Vena Suis, Veratrum Album",BP Reg,"Deseret Biologicals, Inc.",LIQUID,ORAL,12,[hp_X],
43857-0271,"Vitis Vinifera, Flos",Bio Vine,"BioActive Nutritional, Inc.",LIQUID,ORAL,6,[hp_X],
49702-264,Cabotegravir,Apretude,ViiV Healthcare Company,KIT,,,,
49967-126,"Avobenzone, Homosalate, Octisalate and Octocrylene",La Roche Posay Laboratoire Dermatologique Hydraphase UV Intense Moisturizer Broad Spectrum SPF 20 Sunscreen,L'Oreal USA Products Inc,LOTION,TOPICAL,30,mg,
50066-533,"DEXTROMETHORPHAN HYDROBROMIDE, GUAIFENESIN, PHENYLEPHRINE HYDROCHLORIDE",Tukol X-Pecto Miel Multi Symptom Cold,"Genomma Lab USA, Inc.",LIQUID,ORAL,10,mg,
50090-1158,albuterol sulfate,VENTOLIN HFA,A-S Medication Solutions,"AEROSOL, METERED",RESPIRATORY (INHALATION),90,ug,
50090-2424,valsartan,Valsartan,A-S Medication Solutions,TABLET,ORAL,80,mg,
46122-457,Caffeine,Alert Aid,Amerisource Bergen,TABLET,ORAL,200,mg,
46287-009,isoniazid,Isoniazid,"CMP Pharma, Inc.",SOLUTION,ORAL,50,mg,
46708-382,Temazepam,Temazepam,Alembic Pharmaceuticals Limited,CAPSULE,ORAL,30,mg,
46708-765,Amlodipine and Atorvastatin,Amlodipine and Atorvastatin,Alembic Pharmaceuticals Limited,"TABLET, FILM COATED",ORAL,10,mg,
47335-934,ketorolac tromethamine,ketorolac tromethamine,"Sun Pharmaceutical Industries, Inc.",INJECTION,"INTRAMUSCULAR, INTRAVENOUS",30,mg,
